id,observed_on,place_guess,latitude,longitude,species_guess,scientific_name
120309,2012-05-28,"Idaho County, ID, US",46.4723499,-114.9330127,Pale Swallowtail,Papilio eurymedon
201679,2008-08-17,"White Sand Campground Clearwater National Forest, Idaho Co., Idaho",46.5071402983,-114.6860265815,Boreal Bluet,Enallagma boreale
202954,2010-07-09,"Glacier National Park, Montana, USA",48.577023,-113.792593,Western Tent Caterpillar,Malacosoma californica
207783,2008-08-17,"White Sand Campground Clearwater National Forest, Idaho Co., Idaho",46.5076719634,-114.6848034942,Variable Darner,Aeshna interrupta
232218,1983-06-26,"Missoula County, Montana, USA",46.9989876382,-113.8732910156,Kasloensis Silk Moth,Hyalophora euryalus kasloensis
232219,1991-06-07,"Ravalli County, Montana, USA",46.4719163209,-114.1644287109,Kasloensis Silk Moth,Hyalophora euryalus kasloensis
303000,2012-07-24,"Coughlin, Montana, United States",46.962166,-112.977,European Skipper (Thymelicus lineola),Thymelicus lineola
303002,2012-07-24,"Coughlin, Montana, United States",46.962166,-112.977,Orange Sulphur (Colias eurytheme),Colias eurytheme
807229,2014-07-19,"59762, Wise River, MT, US",45.987536,-113.183744,Two-tailed Swallowtail,Papilio multicaudata
807231,2014-07-19,"59762, Wise River, MT, US",45.987547,-113.184065,Great Spangled Fritillary,Argynnis cybele
850887,2014-08-26,"National Bison Range, MT",47.322222,-114.211667,Fall Webworm Moth,Hyphantria cunea
850898,2014-08-26,"National Bison Range, MT",47.322222,-114.211667,woodland skipper,Ochlodes sylvanoides
850900,2014-08-26,Montana,47.328362,-113.7903,Tharsalea helloides,Tharsalea helloides
851204,2014-08-26,"National Bison Range, MT",47.322222,-114.211667,Migratory Grasshopper,Melanoplus sanguinipes
851207,2014-08-26,"National Bison Range, MT",47.322222,-114.211667,Melanoplus bivittatus,Melanoplus bivittatus
851210,2014-08-26,"National Bison Range, MT",47.322222,-114.211667,White-whiskered grasshopper,Ageneotettix deorum
887586,2014-09-12,"Flathead County, US-MT, US",48.063787,-114.061561,Radcliffe's Dagger,Acronicta radcliffei
1109022,2009-06-16,Selway River ID,46.073231,-115.380692,Pale Swallowtail,Papilio eurymedon
1714059,2014-07-09,"missoula, mt",46.966883,-114.007572,Northern Checkerspot,Chlosyne palla
1752734,2015-07-09,"Mission Mountains Wilderness, Montana",47.454657,-113.862876,White-spotted Sawyer,Monochamus scutellatus
1803771,2015-07-26,"98 Tronstad Rd, Kalispell, MT, US",48.2705443746,-114.3145918475,Variable Darner,Aeshna interrupta
1913478,2015-08-25,"Lake County, US-MT, US",47.754575,-114.1643945,Mormon Cricket,Anabrus simplex
1925435,2015-09-07,"Flathead National Forest, Condon, MT, US",47.54145,-113.713943,Mormon Cricket,Anabrus simplex
2767113,2015-06-01,"Glacier National Park, Essex, MT, US",48.523025,-113.9879833333,Western Tent Caterpillar,Malacosoma californica
3189686,2015-08-25,"Missoula County, US-MT, US",46.906009,-113.958266,Common Drone Fly,Eristalis tenax
3189782,2015-08-25,"Missoula, Montana, United States",46.9066,-113.9583583333,Woodland Skipper,Ochlodes sylvanoides
3280797,2014-09-14,"Lake County, US-MT, US",47.318694,-114.031305,Clouded Sulphur,Colias philodice
3324741,2016-05-28,"Glacier National Park, Essex, MT, US",48.5125978757,-114.0280515422,Western Tent Caterpillar,Malacosoma californica
3342168,2016-05-29,"Granite County, US-MT, US",46.4026411716,-113.6874777173,Pale Swallowtail,Papilio eurymedon
3342181,2016-05-30,"Granite County, US-MT, US",46.4002633933,-113.6884285604,California Giant Stonefly,Pteronarcys californica
3469151,2012-08-13,"Lake County, US-MT, US",47.323756,-114.032121,Band-winged Meadowhawk,Sympetrum semicinctum
3469204,2012-08-07,"Lake County, US-MT, US",47.319116,-114.032518,Masked Hunter,Reduvius personatus
3512693,2016-06-23,"420 7th Ave NW, Ronan, MT, US",47.5339365844,-114.1070958228,Pyrobombus,Pyrobombus
3521465,2016-06-20,"Glacier National Park, Flathead County, US-MT, US",48.63934061,-113.8644463,Northern Crescent,Phyciodes cocyta
3521466,2016-06-20,"Glacier National Park, Flathead County, US-MT, US",48.63929624,-113.8643213,Western Tent Caterpillar,Malacosoma californica
3581294,2016-06-25,"59802, Missoula, MT, US",46.883054674,-113.9860262313,Becker's White,Pontia beckerii
3633826,2016-07-04,"Missoula County, US-MT, US",46.9363315511,-114.19745044,Sinuous Snaketail,Ophiogomphus occidentis
3633886,2016-07-04,"Missoula County, US-MT, US",46.833584,-113.383365,Ornate Checkered Beetle,Trichodes ornatus
3633943,2016-07-04,"Missoula County, US-MT, US",46.833461,-113.38388,Pale Snaketail,Ophiogomphus severus
3634014,2016-07-04,"Missoula County, US-MT, US",46.833461,-113.38388,Pyrobombus,Pyrobombus
3650075,2016-07-09,"760 Sloan Buttes Rd, Ronan, MT, US",47.6242799853,-114.1532606373,Monarch,Danaus plexippus
3666058,2016-07-09,"Glacier National Park, Flathead County, US-MT, US",48.5227428703,-113.9966191539,Western Tent Caterpillar,Malacosoma californica
3677096,2016-07-13,"Upper Rattlesnake, Missoula, MT 59802, USA",46.8879666667,-113.9769666667,Pyrobombus,Pyrobombus
3706423,2016-07-10,"Glacier National Park, Essex, MT, US",48.5682042968,-113.7944423371,Forest Tent Caterpillar Moth,Malacosoma disstria
3740662,2016-07-20,"Glacier National Park, Essex, MT, US",48.5523551284,-113.9884504025,Western Tent Caterpillar,Malacosoma californica
3750650,2016-07-04,"Granite County, US-MT, US",46.825254,-113.339414,Milbert's Tortoiseshell,Aglais milberti
3750662,2016-07-04,"Granite County, US-MT, US",46.825085,-113.339178,Hayden's Ringlet,Coenonympha haydenii
3750676,2016-07-04,"Granite County, US-MT, US",46.825188,-113.341946,Pacific Fritillary,Boloria epithore
3750692,2016-07-04,"Granite County, US-MT, US",46.824472,-113.339017,Black-tailed Bumble Bee,Bombus melanopygus
3751939,2016-07-05,"Missoula County, US-MT, US",46.866562,-113.989276,Hunt's Bumble Bee,Bombus huntii
3751954,2016-07-05,"Missoula County, US-MT, US",46.866587,-113.988895,Strawberry Crown Moth,Synanthedon bibionipennis
3752042,2016-07-05,"Missoula County, US-MT, US",46.838043,-114.01074,Hunt's Bumble Bee,Bombus huntii
3752062,2016-07-05,"Missoula County, US-MT, US",46.838664,-114.010444,Band-winged Meadowhawk,Sympetrum semicinctum
3752079,2016-07-05,"Missoula County, US-MT, US",46.838664,-114.010444,Pacific Forktail,Ischnura cervula
3752089,2016-07-05,"Missoula County, US-MT, US",46.838531,-114.011278,Variegated Meadowhawk,Sympetrum corruptum
3752238,2016-07-05,"Missoula County, US-MT, US",46.838073,-114.010505,Bumble Bees,Bombus
3752246,2016-07-05,"Missoula County, US-MT, US",46.838457,-114.011924,Common Whitetail,Plathemis lydia
3752255,2016-07-05,"Missoula County, US-MT, US",46.838597,-114.012249,Essex Skipper,Thymelicus lineola
3752258,2016-07-05,"Missoula County, US-MT, US",46.838613,-114.012356,Eight-spotted Skimmer,Libellula forensis
3757715,2016-07-08,"Flathead County, US-MT, US",47.707121,-113.33617,Fireweed Clearwing Moth,Albuna pyramidalis
3757775,2016-07-08,"Flathead County, US-MT, US",47.69946,-113.269624,Fireweed Clearwing Moth,Albuna pyramidalis
3757779,2016-07-08,"Flathead County, US-MT, US",47.69946,-113.269624,Common Alpine,Erebia epipsodea
3757838,2016-07-08,"Flathead County, US-MT, US",47.698193,-113.268583,Ornate Checkered Beetle,Trichodes ornatus
3757943,2016-07-08,"Montana, US",47.669078,-113.244352,Chrysotoxum,Chrysotoxum
3759729,2015-06-28,"Flathead County, MT, USA",48.6093697842,-113.8824641705,Pale Swallowtail,Papilio eurymedon
3771339,2016-07-13,"Montana, US",47.669273,-113.243624,Western Arctic Skipper,Carterocephalus skada
3775512,2016-07-15,"Montana, US",47.688479,-113.265032,Rocky Mountain Parnassian,Parnassius smintheus
3775523,2016-07-15,"Montana, US",47.707284,-113.326824,Northwestern Fritillary,Argynnis hesperis
3778095,2016-07-16,"Lake County, US-MT, US",47.44243,-114.104812,Tule Bluet,Enallagma carunculatum
3778106,2016-07-16,"Lake County, US-MT, US",47.44251,-114.104967,Essex Skipper,Thymelicus lineola
3778108,2016-07-16,"Lake County, US-MT, US",47.442502,-114.104573,Pacific Forktail,Ischnura cervula
3778113,2016-07-16,"Lake County, US-MT, US",47.442612,-114.104589,Dot-tailed Whiteface,Leucorrhinia intacta
3778116,2016-07-16,"Lake County, US-MT, US",47.442612,-114.104589,Black Meadowhawk,Sympetrum danae
3778117,2016-07-16,"Lake County, US-MT, US",47.442409,-114.104482,Saffron-winged Meadowhawk,Sympetrum costiferum
3778120,2016-07-16,"Lake County, US-MT, US",47.442303,-114.10445,Lyre-tipped Spreadwing,Lestes unguiculatus
3778122,2016-07-16,"Lake County, US-MT, US",47.442571,-114.104624,Twelve-spotted Skimmer,Libellula pulchella
3778129,2016-07-16,"Lake County, US-MT, US",47.442721,-114.104855,Dot-tailed Whiteface,Leucorrhinia intacta
3778136,2016-07-16,"Lake County, US-MT, US",47.442753,-114.104721,Saffron-winged Meadowhawk,Sympetrum costiferum
3778148,2016-07-16,"Lake County, US-MT, US",47.442766,-114.104898,Mylitta Crescent,Phyciodes mylitta
3778210,2016-07-16,"Lake County, US-MT, US",47.443599,-114.103117,Band-winged Meadowhawk,Sympetrum semicinctum
3813285,2016-07-31,"Grant Creek, Missoula, MT 59808, USA",46.9302549746,-114.0318256617,Leafy Spurge Hawk Moth,Hyles euphorbiae
3813375,2016-07-31,"Grant Creek, Missoula, MT 59808, USA",46.9302549745,-114.0318149328,Knapweed root moth,Agapeta zoegana
3818665,2016-08-02,"Flathead National Forest, Kalispell, MT, US",48.1496721667,-113.93197,Police Car Moth,Gnophaela vermiculata
3824532,2016-08-05,"Flathead County, MT, USA",48.4802027778,-114.3506722222,Lepturobosca chrysocoma,Lepturobosca chrysocoma
3830717,2016-06-10,"Essex, MT 59916",48.3813400269,-113.7355651855,Abia americana,Abia americana
3846825,2016-08-09,"Missoula County, US-MT, US",46.8512403,-113.9978634,Knapweed Root Moth,Agapeta zoegana
3873956,2012-07-15,"Lake County, MT, USA",47.6840824054,-113.783107101,Lorquin's Admiral,Limenitis lorquini
3876705,2016-08-13,"Glacier National Park, East Glacier Park, MT, US",48.3732986916,-113.2899174282,Police Car Moth,Gnophaela vermiculata
3902420,2016-08-16,"6 September Dr, Missoula, MT, US",46.8940818432,-113.9580778597,Bald-faced Hornet,Dolichovespula maculata
3925703,2016-08-20,"Flathead Lake SP West Shore Un, Rollins, MT, US",47.92663801,-114.1710856185,Bumble Bees,Bombus
3925713,2016-08-20,"Flathead Lake SP West Shore Un, Rollins, MT, US",47.92652871,-114.1709766538,Pyrobombus,Pyrobombus
3927139,2016-08-20,"Flathead Lake SP West Shore Un, Rollins, MT, US",47.9267069659,-114.1711465811,Common Drone Fly,Eristalis tenax
3941871,2016-08-22,"231 S Placid Lake Rd, Seeley Lake, MT, US",47.1197615611,-113.5047460255,Virginian Tiger Moth,Spilosoma virginica
3953265,2016-08-16,"Glacier National Park, Flathead County, US-MT, US",48.5213366667,-114.0008861117,Two-striped Grasshopper,Melanoplus bivittatus
3953329,2016-08-16,"Glacier National Park, Essex, MT, US",48.5226145853,-113.9834377729,Northeastern Pine Sawyer,Monochamus notatus
3953354,2016-08-18,"Glacier National Park, Flathead County, US-MT, US",48.6262426945,-113.8036819083,Western Tent Caterpillar,Malacosoma californica
3968508,2016-08-26,"Missoula County, US-MT, Lewis and Clark National Historic Trail, US",46.8944307066,-114.1818363657,Buprestis lyrata,Buprestis lyrata
3971297,2016-08-26,"Glacier National Park, Essex, MT, US",48.5290716667,-113.994195,Milbert's Tortoiseshell,Aglais milberti
3990628,2016-08-29,"H Rd, Missoula, MT, US",46.8395926945,-114.0579335195,Western Honey Bee,Apis mellifera
3994273,2016-08-30,"8 September Dr, Missoula, MT, US",46.8941334263,-113.9581568633,Western Conifer Seed Bug,Leptoglossus occidentalis
3998915,2016-08-29,"Glacier National Park, East Glacier Park, MT, US",48.3713833333,-113.33162,White-spotted Sawyer,Monochamus scutellatus
4000338,2016-08-22,"Glacier National Park, Essex, MT, US",48.525745,-113.4829866667,Sorrowful Lady Beetle,Hippodamia moesta
4035036,2016-09-04,"Montana, US",46.9779834963,-114.5385884003,Yellow-legged Mud-dauber Wasp,Sceliphron caementarium
4071156,2016-09-07,"H Rd, Missoula, MT, US",46.8389471867,-114.0578510962,Philanthus gibbosus,Philanthus gibbosus
4081085,2016-09-10,"Missoula County, US-MT, US",46.951252778,-113.8716792951,Common Drone Fly,Eristalis tenax
4085874,2016-09-11,"Montana, US",46.8509927436,-114.5211238286,Elasmostethus cruciatus,Elasmostethus cruciatus
4091740,2016-07-20,"Big Arm Campground, Big Arm, MT, United States",47.8146641,-114.3079014,Small Wood-Nymph,Cercyonis oetus
4091741,2016-07-20,"Big Arm Campground, Big Arm, MT, United States",47.8146641,-114.3079014,Pine White,Neophasia menapia
4091770,2016-07-22,"North Crow Creek Campground, Ronan, MT, United States",47.5777136,-114.0162182,Common Roadside-Skipper,Amblyscirtes vialis
4091771,2016-07-22,"North Crow Creek Campground, Ronan, MT, United States",47.5777136,-114.0162182,Lorquin's Admiral,Limenitis lorquini
4095159,2016-09-12,"F Rd, Missoula, MT, US",46.8400090084,-114.0571064038,Mistbiene,Eristalis tenax
4095255,2016-09-12,"H Rd, Missoula, MT, US",46.8388283749,-114.057848399,European Paper Wasp,Polistes dominula
4096823,2016-09-07,"Flathead County, US-MT, US",47.9243416667,-113.5273083333,Gerrini,Gerrini
4149134,2016-09-19,"Missoula County, US-MT, Lewis and Clark National Historic Trail, US",46.83941765,-114.0579387017,Western White,Pontia occidentalis
4155469,2016-09-20,"Missoula County, US-MT, US",46.9081036149,-113.8047436812,Western Conifer Seed Bug,Leptoglossus occidentalis
4156417,2016-09-20,"Fort Missoula, Missoula, MT, US",46.8406949823,-114.0581773193,Pyrobombus,Pyrobombus
4156708,2016-09-20,"19200 Mullan Road Frenchtown, MT 59834",47.0224303,-114.26707745,Boxelder Bugs,Boisea
4176870,2016-09-22,"760 Sloan Buttes Rd, Ronan, MT, US",47.5421518134,-114.1641792656,Cyphocleonus achates,Cyphocleonus achates
4204074,2016-09-24,"Montana, US",46.9125788067,-114.5086027814,Western Paper Wasp,Mischocyttarus flavitarsis
4208675,2016-09-26,"H Rd, Missoula, MT, US",46.8384889268,-114.0577127252,Striped Meadowhawk,Sympetrum pallipes
4232809,2016-09-29,"University of Montana, Missoula, MT, US",46.8587389961,-113.9839200677,Eastern Boxelder Bug,Boisea trivittata
4250002,2016-07-18,"Two Medicine Pass Trail, Glacier County, MT, USA",48.455146,-113.401093,Desmocerus aureipennis,Desmocerus aureipennis
4513773,2016-10-23,"Bitterroot National Forest, Darby, MT, US",45.9910841924,-114.2225641305,White-spotted Sawyer,Monochamus scutellatus
4585205,2016-11-16,"Florence, MT 59833",46.7094481122,-114.029587693,Cyphocleonus achates,Cyphocleonus achates
4616363,2016-11-22,"3900 US Highway 93, Darby, MT, US",45.9921581358,-114.1684925983,Cyphocleonus achates,Cyphocleonus achates
4709381,2016-12-04,"603 S 3rd St, Hamilton, MT, US",46.241373259,-114.1579641504,Western Conifer Seed Bug,Leptoglossus occidentalis
4734102,2016-09-23,"4854 Spurgin Rd, Missoula, MT, US",46.8629904723,-114.1003881617,Shadow Darner,Aeshna umbrosa
4958711,2010-07-04,"Kootenai Creek Trailhead, Stevensville, MT, United States",46.537983,-114.150956,Two-tailed Swallowtail,Papilio multicaudata
4958714,2010-09-18,"Missoula County, MT, USA",46.7430261328,-114.0844169518,Leafy Spurge Hawk Moth,Hyles euphorbiae
4959571,2012-06-15,"Flathead County, MT, USA",48.6185876457,-113.8776018129,Western Tiger Swallowtail,Papilio rutulus
5133258,2016-08-14,"Lincoln, Montana ",47.185046,-113.244324,Honey Bee,Apis mellifera
5167248,2015-07-09,"Kila, Montana, United States",48.119637,-114.460458,Northern Crescent,Phyciodes cocyta
5321122,2015-06-28,"Lake McDonald, Glacier National Park, Flathead County, MT, USA",48.6094158938,-113.8824909927,Painted Lady,Vanessa cardui
5381090,2015-08-24,"Tower Street Open Space, Missoula, MT, USA",46.8721540031,-114.0632772446,Woodland Skipper,Ochlodes sylvanoides
5381567,2016-05-08,"Smurfit-Stone Container, Missoula County, MT, USA",46.9644061584,-114.2106056213,Dot-tailed Whiteface,Leucorrhinia intacta
5413763,2016-08-01,"University of Montana, Missoula, MT, US",46.8609507556,-113.9847304904,Leafy Spurge Hawk Moth,Hyles euphorbiae
5445312,2017-03-24,"University of Montana, Missoula, MT, US",46.8582411133,-113.9864444242,Western Conifer Seed Bug,Leptoglossus occidentalis
5462623,2017-03-24,"Lolo National Forest, Clinton, MT, US",46.7030019567,-113.6750608898,Western Thatching Ant,Formica obscuripes
5467868,2017-03-26,"310 Kiwanis St, Missoula, MT, US",46.8677476848,-113.9917053301,European Paper Wasp,Polistes dominula
5531598,2017-04-01,"W Fork Clearwater Road, Missoula County, MT, USA",47.2947575821,-113.5896205933,Striped Leafhopper,Cuerna striata
5689616,2015-09-20,"Parents house, Flathead County, MT, USA",48.3405621998,-114.1680335999,Western Tiger Swallowtail,Papilio rutulus
5930396,2017-04-22,"Marshall Canyon Rd, Missoula County, MT, USA",46.9012412536,-113.9263343811,Bluish Spring Moth,Lomographa semiclarata
5949236,2017-04-16,"10 Creek Crossing Ct, Missoula, MT 59802, USA",46.8981009,-113.969585,Rough Stink Bugs,Brochymena
5997247,2016-09-02,"Creek Crossing Ct, Missoula, MT 59802, USA",46.8983557,-113.9694444,Underwing Moths,Catocala
6015270,2016-04-09,"Rattlesnake Creek, Missoula County, MT, USA",46.9647029403,-113.8690423965,Green Comma,Polygonia faunus
6022556,2016-04-03,"Mineral County, MT, USA",47.0855529027,-114.9139022827,Echo Azure,Celastrina echo
6295806,2017-05-20,"Ravalli County, MT, USA",46.2330529448,-114.1369628906,Western Eyed Click Beetle,Alaus melanops
6404768,2017-05-28,"Council Grove State Park, Missoula County, MT, USA",46.9123164677,-114.1571760178,Western Tiger Beetle,Cicindela oregona
6404769,2017-05-28,"Blue Mountain Nature Trail, Missoula County, MT, USA",46.8407236412,-114.1173505783,Boisduval's Blue,Icaricia icarioides
6409573,2017-05-28,"Mission Dam Rd, Saint Ignatius, MT, US",47.317495,-114.0215083333,Silvery Blue,Glaucopsyche lygdamus
6431774,2017-05-28,"Lake County, MT, USA",47.3175555556,-114.0214388889,Common Alpine,Erebia epipsodea
6453922,2017-05-28,"Selway River, Idaho",46.0883527405,-115.1231145859,Anise Swallowtail,Papilio zelicaon
6453923,2017-05-28,"Selway River, Idaho",46.0884675791,-115.1231575012,Pale Swallowtail,Papilio eurymedon
6552221,2017-06-08,"Ravalli County, US-MT, US",46.1994236685,-114.0541111743,Monarch,Danaus plexippus
6608012,2017-06-10,"Flathead County, MT, USA",48.5354765276,-113.9680480957,Red Net-winged Beetle,Dictyoptera simplicipes
6669565,2017-06-15,"81 Woodland Park Dr, Kalispell, MT, US",48.1998666667,-114.2982466667,Ceanothus Silk Moth,Hyalophora euryalus
6681220,2016-06-05,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Common Swallowtails,Papilio
6681242,2016-06-05,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Vivid Dancer,Argia vivida
6681275,2016-06-05,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,White-spotted Sawyer,Monochamus scutellatus
6683584,2015-07-11,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Common Whitetail,Plathemis lydia
6683590,2015-07-11,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Pale Snaketail,Ophiogomphus severus
6683596,2015-07-11,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Four-spotted Skimmer,Libellula quadrimaculata
6683767,2015-07-11,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Common Water Strider,Aquarius remigis
6683794,2015-07-11,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Lorquin's Admiral,Limenitis lorquini
6683802,2015-07-12,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Police Car Moth,Gnophaela vermiculata
6683808,2015-07-12,"Lochsa River, Idaho, USA",46.3320742,-115.0766783,Essex Skipper,Thymelicus lineola
6692056,2015-08-24,"Tower Street Open Space, Missoula, MT, USA",46.872556424,-114.0634059906,Striped Meadowhawk,Sympetrum pallipes
6696939,2016-04-03,"Trout Creek Road, Mineral County, MT, USA",47.1200734888,-114.8658370972,Green Comma,Polygonia faunus
6696941,2016-04-03,"Trout Creek Road, Mineral County, MT, USA",47.1200734888,-114.8658370972,Green Comma,Polygonia faunus
6696942,2016-04-03,"Trout Creek Road, Mineral County, MT, USA",47.1200734888,-114.8658370972,Echo Azure,Celastrina echo
6696943,2016-04-03,"Trout Creek Road, Mineral County, MT, USA",47.1200734888,-114.8658370972,Brown Elfin,Callophrys augustinus
6696945,2016-04-03,"Trout Creek Road, Mineral County, MT, USA",47.1200734888,-114.8658370972,Green Comma,Polygonia faunus
6696948,2016-04-03,"Trout Creek Road, Mineral County, MT, USA",47.1200734888,-114.8658370972,Brown Elfin,Callophrys augustinus
6697025,2016-04-10,"Clearwater Crossing FAS, Missoula County, MT, USA",47.0006517846,-113.3814382553,Oblique-lined Tiger Beetle,Cicindela tranquebarica
6697162,2016-05-08,"Smurfit-Stone Container, Missoula County, MT, USA",46.957376671,-114.2085456059,California Ringlet,Coenonympha california
6697164,2016-05-17,"Pattee Canyon Gravel Pit, Missoula County, MT, USA",46.8322980008,-113.9860296249,Boisduval's Blue,Icaricia icarioides
6697523,2016-07-25,"Waterworks Hill, Missoula, MT, USA",46.8880866556,-113.9879608154,Common Wood-Nymph,Cercyonis pegala
6697525,2016-07-25,"Missoula County, US-MT, US",46.9146881583,-113.8866074118,Sinuous Snaketail,Ophiogomphus occidentis
6704664,2016-08-07,"Greenough Park, Missoula, MT, USA",46.8765462339,-113.9777469635,Woodland Skipper,Ochlodes sylvanoides
6705040,2016-04-07,"Erskine FAS, Missoula County, MT, USA",47.0133108197,-114.2842483521,Oblique-lined Tiger Beetle,Cicindela tranquebarica
6705042,2016-04-08,"Rattlesnake NRA -- Rattlesnake Creek Trail, Missoula County, MT, USA",46.9541798726,-113.9227294922,Oreas Comma,Polygonia oreas
6705044,2016-04-08,"Rattlesnake NRA -- Rattlesnake Creek Trail, Missoula County, MT, USA",46.9541798726,-113.9227294922,Mourning Cloak,Nymphalis antiopa
6705045,2016-04-08,"Rattlesnake NRA -- Rattlesnake Creek Trail, Missoula County, MT, USA",46.9541798726,-113.9227294922,Moss's Elfin,Callophrys mossii
6705048,2016-04-08,"Rattlesnake NRA -- Rattlesnake Creek Trail, Missoula County, MT, USA",46.9541798726,-113.9227294922,Moss's Elfin,Callophrys mossii
6705050,2016-04-08,"Rattlesnake NRA -- Rattlesnake Creek Trail, Missoula County, MT, USA",46.9541798726,-113.9227294922,Boreal Long-lipped Tiger Beetle,Cicindela longilabris
6705300,2016-04-09,"Edith Peak Road, Missoula County, MT, USA",47.109325937,-114.3618392944,Green Comma,Polygonia faunus
6705302,2016-04-17,"Kim Williams Nature Trail, Missoula, MT, USA",46.8613481619,-113.9586925507,Cabbage White,Pieris rapae
6705306,2016-04-17,"Kim Williams Nature Trail, Missoula, MT, USA",46.8613481619,-113.9586925507,Cabbage White,Pieris rapae
6705307,2016-04-18,"Kim Williams Natural Area, Missoula, MT, USA",46.8612097557,-113.9604520798,Green Comma,Polygonia faunus
6705309,2016-05-31,"Kim Williams Natural Area, Missoula, MT, USA",46.8612097557,-113.9604520798,Western Tailed-Blue,Cupido amyntula
6705311,2016-06-04,"Kim Williams Natural Area, Missoula, MT, USA",46.8612097557,-113.9604520798,Western Tailed-Blue,Cupido amyntula
6705312,2016-06-04,"Kim Williams Natural Area, Missoula, MT, USA",46.8612097557,-113.9604520798,California Ringlet,Coenonympha california
6705314,2016-06-04,"Kim Williams Natural Area, Missoula, MT, USA",46.8612097557,-113.9604520798,Silvery Blue,Glaucopsyche lygdamus
6729908,2017-06-19,"110 Juniper Ln, Alberton, MT, US",46.9964062046,-114.5880477839,Small-eyed Sphinx,Paonias myops
6734303,2017-06-20,"Bitterroot National Forest, Darby, MT, US",45.9921833333,-114.22873,Western Sculptured Pine Borer,Chalcophora angulicollis
6744911,2017-06-20,"University of Montana, Missoula, MT, USA",46.863666642,-113.9839857817,Knapweed root moth,Agapeta zoegana
6749822,2017-06-20,"University of Montana, Missoula, MT, USA",46.863625145,-113.9840555191,Argyrotaenia dorsalana,Argyrotaenia dorsalana
6778314,2017-06-24,"Missoula County, US-MT, US",46.8427606032,-113.8848012392,Aspen Carpenterworm,Acossus populi
6812597,2017-06-26,"901 E Broadway St, Missoula, MT, US",46.8679098878,-113.9815661778,Oberea erythrocephala,Oberea erythrocephala
6859013,2017-06-30,"6348 US Highway 93 S, Whitefish, MT, US",48.3913826058,-114.3380004914,Dark Mealworm,Tenebrio obscurus
6873232,2017-07-01,"8 September Dr, Missoula, MT, US",46.8942718655,-113.9578163723,Yellow Douglas Fir Borer,Centrodera spurca
6873562,2017-06-30,"Missoula County, US-MT, US",46.8095689582,-113.970927012,Yellow-headed Cutworm Moth,Apamea amputatrix
6877533,2017-07-01,"201 S Pattee St, Missoula, MT, US",46.8685616667,-113.9953466667,White-spotted Sawyer,Monochamus scutellatus
6879263,2017-06-27,"Going-To-The-Sun Road West Glacier, MT 59936",48.6408348083,-113.8608322144,Douglas-fir Spittlebug,Aphrophora permutata
6879269,2017-07-01,"Columbia Falls, MT 59912",48.5264956225,-114.000140056,Western Tent Caterpillar,Malacosoma californica
6879271,2017-06-25,"2207-2219 Montana 35 Kalispell, MT 59901",48.2174987793,-114.2302780151,Pacific Forktail,Ischnura cervula
6937751,2017-07-05,"1524 Tamarack St, Missoula, MT, US",46.9070496038,-113.9585125075,Honey bee,Apis mellifera
6937765,2017-07-05,"1524 Tamarack St, Missoula, MT, US",46.9070788147,-113.9586774633,Central Bumble Bee,Bombus centralis
6970205,2017-07-03,"Glacier National Park, Essex, MT, US",48.5278190352,-113.7844651464,Police Car Moth,Gnophaela vermiculata
6998307,2017-07-08,"Missoula County, US-MT, US",47.4414966667,-113.6162716667,Western Tiger Swallowtail,Papilio rutulus
6998352,2017-07-08,"Missoula County, US-MT, US",47.4414966667,-113.616225,Pale Swallowtail,Papilio eurymedon
7000132,2017-07-10,"Glacier National Park, Essex, MT, US",48.5209383333,-114.00135,Variegated Fritillary,Euptoieta claudia
7000850,2017-07-10,"Glacier National Park, Flathead County, US-MT, US",48.52743,-114.000830555,Etorofus obliteratus,Etorofus obliteratus
7002743,2017-07-09,"Missoula County, MT, USA",47.5844142398,-113.7360477448,Larinus minutus,Larinus minutus
7002920,2017-07-09,"Missoula County, MT, USA",47.5848484361,-113.7376141548,Dimorphic Flower Longhorn Beetle,Anastrangalia laetifica
7003025,2017-07-09,condon loop road,47.584356,-113.736917,Canary Ypsolopha Moth,Ypsolopha canariella
7008472,2017-07-10,"Unnamed Road Columbia Falls, MT 59912",48.5244140625,-114.0034332275,Lorquin's Admiral,Limenitis lorquini
7011349,2017-07-07,"31031 MT Highway 209, Bigfork, MT, US",48.0459881807,-114.016893888,White-spotted Sawyer,Monochamus scutellatus
7019799,2017-07-10,"8090–8296 Vann Dr, Lolo, MT, US",46.7546904379,-114.1142137724,California Prionus,Prionus californicus
7026264,2017-07-12,"815 US Highway 93 S, Hamilton, MT, US",46.2027456891,-114.1637102981,Eight-spotted Skimmer,Libellula forensis
7028349,2017-07-12,"Missoula County, US-MT, US",46.9759440559,-113.8566872684,Bald-faced Hornet,Dolichovespula maculata
