"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-22","0.00",,"42","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-23","0.04",,"40","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-24","0.03",,"38","23"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-25","0.00",,"25","9"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-26","0.00",,"16","-1"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-27","0.00",,"20","-2"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-28","0.00",,"25","2"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-29","0.00",,"26","1"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-30","0.00",,"37","9"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-01-31","0.00",,"32","15"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-01","0.00",,"30","16"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-02","0.00",,"25","8"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-03","0.00",,"18","-1"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-04","0.00",,"24","9"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-05","0.00",,"15","3"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-06","0.00",,"19","-3"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-07","0.00",,"24","1"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-08","0.00",,"38","15"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-09","0.00",,"34","19"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-10","0.00",,"21","5"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-11","0.00",,"20","-1"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-12","0.00",,"21","0"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-13","0.00",,"37","20"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-14","0.00",,"49","31"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-15","0.25",,"43","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-16","0.16",,"42","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-17","0.00",,"56","35"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-18","0.16",,"50","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-19","0.00",,"33","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-20","0.00",,"32","22"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-21","0.01",,"46","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-22","0.08",,"45","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-23","0.06",,"38","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-24","0.00",,"41","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-25","0.16",,"44","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-26","0.09",,"46","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-27","0.00",,"35","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-28","0.00",,"39","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-02-29","0.00",,"36","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-01","0.00",,"40","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-02","0.05",,"36","19"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-03","0.00",,"29","14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-04","0.00",,"34","11"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-05","0.00",,"40","15"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-06","0.00",,"41","20"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-07","0.05",,"38","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-08","0.00",,"30","15"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-09","0.00",,"18","5"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-10","0.00",,"23","-2"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-11","0.00",,"35","5"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-12","0.00",,"49","17"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-13","0.00",,"51","23"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-14","0.00",,"42","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-15","0.00",,"46","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-16","0.00",,"46","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-17","0.00",,"48","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-18","0.00",,"41","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-19","0.00",,"37","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-20","0.00",,"39","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-21","0.00",,"47","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-22","0.05",,"46","31"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-23","0.07",,"35","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-24","0.03",,"41","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-25","0.01",,"38","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-26","0.00",,"46","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-27","0.00",,"53","23"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-28","0.00",,"60","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-29","0.11",,"53","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-30","0.03",,"40","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-03-31","0.01",,"38","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-01","0.00",,"53","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-02","0.00",,"56","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-03","0.04",,"43","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-04","0.03",,"48","20"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-05","0.00",,"48","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-06","0.06",,"39","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-07","0.00",,"44","23"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-08","0.00",,"51","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-09","0.12",,"53","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-10","0.00",,"48","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-11","0.07",,"40","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-12","0.00",,"44","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-13","0.04",,"53","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-14","0.00",,"56","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-15","0.00",,"62","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-16","0.00",,"69","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-17","0.19",,"57","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-18","0.00",,"58","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-19","0.00",,"63","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-20","0.00",,"69","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-21","0.00",,"75","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-22","0.00",,"56","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-23","0.00",,"54","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-24","0.00",,"53","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-25","0.00",,"48","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-26","0.00",,"49","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-27","0.00",,"55","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-28","0.00",,"78","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-29","0.05",,"73","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-04-30","0.05",,"50","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-01","0.00",,"51","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-02","0.00",,"55","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-03","0.00",,"61","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-04","0.00",,"51","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-05","0.00",,"64","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-06","0.01",,"68","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-07","0.61",,"52","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-08","0.86",,"46","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-09","0.21",,"46","35"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-10","0.00",,"57","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-11","0.11",,"60","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-12","0.00",,"68","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-13","0.42",,"56","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-14","0.00",,"52","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-15","0.00",,"69","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-16","0.00",,"76","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-17","0.00",,"77","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-18","0.00",,"63","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-19","0.35",,"62","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-20","0.74",,"61","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-21","0.00",,"76","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-22","0.06",,"63","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-23","0.16",,"62","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-24","0.00",,"80","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-25","0.00",,"80","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-26","0.09",,"84","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-27","0.00",,"78","59"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-28","0.03",,"63","56"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-29","0.33",,"62","49"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-30","0.10",,"70","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-05-31","0.02",,"75","49"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-01","0.00",,"79","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-02","0.00",,"80","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-03","0.90",,"68","57"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-04","0.27",,"65","55"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-05","0.02",,"72","54"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-06","0.00",,"83","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-07","0.00",,"87","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-08","0.00",,"86","49"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-09","0.34",,"83","52"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-10","0.02",,"75","57"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-11","0.43",,"64","49"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-12","0.00",,"73","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-13","0.52",,"67","52"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-14","0.00",,"76","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-15","0.00",,"74","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-16","0.21",,"71","51"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-17","0.03",,"64","49"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-18","0.00",,"68","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-19","0.00",,"68","52"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-20","0.02",,"71","52"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-21","0.06",,"59","53"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-22","0.01",,"67","51"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-23","0.11",,"69","53"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-24","0.25",,"67","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-25","0.12",,"68","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-26","0.02",,"69","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-27","0.00",,"78","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-28","0.00",,"85","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-29","0.00",,"92","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-06-30","0.03",,"82","56"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-01","0.01",,"72","55"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-02","0.00",,"77","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-03","0.00",,"80","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-04","0.01",,"82","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-05","0.00",,"82","49"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-06","0.00",,"81","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-07","0.00",,"72","52"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-08","0.00",,"79","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-09","0.00",,"81","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-10","0.00",,"77","54"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-11","0.07",,"76","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-12","0.00",,"80","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-13","0.00",,"78","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-14","0.00",,"81","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-15","0.01",,"80","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-16","0.00",,"80","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-17","0.00",,"85","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-18","0.00",,"81","52"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-19","0.68",,"74","57"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-20","0.09",,"65","54"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-21","0.00",,"82","52"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-22","0.00",,"95","52"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-23","0.00",,"90","57"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-24","0.00",,"74","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-25","0.00",,"80","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-26","0.00",,"86","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-27","0.09",,"78","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-28","0.54",,"50","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-29","0.02",,"69","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-30","0.00",,"81","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-07-31","0.00",,"86","51"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-01","0.01",,"81","55"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-02","0.02",,"75","53"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-03","0.00",,"86","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-04","0.00",,"80","53"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-05","0.00",,"79","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-06","0.00",,"72","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-07","0.00",,"78","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-08","0.00",,"80","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-09","0.00",,"74","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-10","0.12",,"78","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-11","0.00",,"78","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-12","0.00",,"82","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-13","0.00",,"83","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-14","0.00",,"85","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-15","0.00",,"90","51"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-16","0.00",,"86","49"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-17","0.00",,"89","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-18","0.00",,"90","51"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-19","0.06",,"66","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-20","0.00",,"75","41"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-21","0.00",,"81","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-22","0.00",,"81","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-23","0.02",,"78","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-24","0.01",,"60","54"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-25","0.00",,"73","51"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-26","0.00",,"86","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-27","0.00",,"82","54"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-28","0.00",,"86","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-29","0.00",,"94","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-30","0.00",,"84","55"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-08-31","0.00",,"83","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-01","0.00",,"90","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-02","0.00",,"92","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-03","0.00",,"68","49"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-04","0.00",,"68","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-05","0.00",,"66","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-06","0.00",,"64","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-07","0.00",,"69","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-08","0.00",,"76","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-09","0.00",,"81","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-10","0.00",,"85","39"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-11","0.00",,"84","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-12","0.00",,"86","41"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-13","0.00",,"86","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-14","0.00",,"90","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-15","0.00",,"68","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-16","0.00",,"64","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-17","0.00",,"67","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-18","0.00",,"68","46"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-19","0.00",,"73","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-20","0.00",,"78","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-21","0.00",,"83","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-22","0.01",,"68","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-23","0.00",,"53","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-24","0.00",,"52","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-25","0.10",,"54","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-26","0.02",,"61","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-27","0.00",,"56","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-28","0.00",,"71","31"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","1948-09-29","0.00",,"70","36"
