"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-03","0.00","39","55","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-04","0.00","37","53","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-05","0.00","36","54","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-06","0.00","39","53","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-07","0.00","36","50","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-08","0.00","38","57","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-09","0.00","40","58","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-10","0.00","38","54","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-11","0.00","36","51","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-12","0.00","35","50","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-13","0.00","46","54","39"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-14","0.01","48","59","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-15","0.20","47","58","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-16","0.05","40","42","31"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-17","0.00","33","39","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-18","0.00","28","36","19"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-19","0.00","34","42","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-20","0.01","36","43","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-21","0.00","39","49","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-22","0.00","38","48","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-23","0.00","31","40","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-24","0.01","37","46","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-25","0.00","36","46","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-26","0.00","31","39","22"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-27","0.00","29","41","19"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-28","0.06","33","34","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-29","0.00","33","38","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-11-30","0.00","29","32","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-01","0.09","30","35","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-02","0.00","31","34","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-03","0.01","32","38","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-04","0.04","34","39","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-05","0.01","26","28","20"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-06","0.00","21","22","13"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-07","0.00","13","16","9"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-08","0.00","12","19","5"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-09","0.14","14","17","12"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-10","0.14","17","28","14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-11","0.01","22","33","17"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-12","0.04","26","34","19"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-13","0.01","24","29","16"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-14","0.03","13","18","1"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-15","0.34","16","18","14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-16","0.00","14","18","-3"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-17","0.00","-4","0","-16"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-18","0.05","-2","11","-7"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-19","0.00","13","34","7"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-20","0.08","32","41","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-21","0.00","33","36","11"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-22","0.00","12","17","0"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-23","0.02","11","21","2"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-24","0.42","19","27","13"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-25","0.03","24","26","21"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-26","0.00","21","25","14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-27","0.00","22","31","15"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-28","0.03","27","33","12"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-29","0.00","17","21","7"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-30","0.00","26","36","13"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2016-12-31","0.00","18","25","1"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-01","0.05","9","21","-2"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-02","0.00","11","13","7"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-03","0.00","9","11","2"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-04","0.00","1","7","-14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-05","0.00","-9","1","-19"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-06","0.00","1","10","-5"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-07","0.14","-4","7","-13"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-08","0.41","10","20","7"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-09","0.17","22","32","17"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-10","0.02","21","26","10"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-11","0.00","17","20","9"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-12","0.00","13","20","0"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-13","0.00","2","10","-11"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-14","0.00","-2","7","-14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-15","0.00","-3","7","-12"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-16","0.00","0","12","-12"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-17","0.00","4","18","-5"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-18","0.01","18","31","12"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-19","0.03","29","35","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-20","0.00","33","38","20"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-21","0.03","23","26","15"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-22","0.05","22","31","14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-23","0.02","27","33","18"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-24","0.00","25","29","15"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-25","0.00","23","26","20"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-26","0.00","23","31","19"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-27","0.00","22","27","12"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-28","0.00","14","25","3"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-29","0.00","18","29","10"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-30","0.00","27","44","21"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-01-31","0.05","32","36","19"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-01","0.00","18","20","6"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-02","0.00","10","21","-3"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-03","0.12","5","17","-8"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-04","0.28","19","30","16"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-05","0.00","30","47","21"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-06","0.04","41","46","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-07","0.06","24","28","14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-08","0.25","25","28","23"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-09","0.47","32","45","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-10","0.14","38","41","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-11","0.01","33","37","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-12","0.00","25","32","14"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-13","0.00","20","32","10"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-14","0.00","23","37","12"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-15","0.00","23","37","9"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-16","0.03","35","47","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-17","0.02","40","45","31"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-18","0.00","34","43","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-19","0.05","38","46","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-20","0.36","34","39","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-21","0.36","34","43","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-22","0.00","35","39","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-23","0.00","32","37","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-24","0.00","29","34","21"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-25","0.00","25","32","17"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-26","0.02","28","32","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-27","0.05","27","33","21"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-02-28","0.02","28","34","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-01","0.00","28","38","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-02","0.00","36","48","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-03","0.00","41","51","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-04","0.09","40","49","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-05","0.40","35","37","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-06","0.07","27","36","13"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-07","0.06","26","33","18"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-08","0.21","33","37","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-09","0.33","31","34","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-10","0.06","35","49","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-11","0.02","38","51","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-12","0.00","43","50","35"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-13","0.07","42","51","35"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-14","0.11","41","52","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-15","0.02","46","58","39"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-16","0.07","46","50","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-17","0.00","36","54","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-18","0.12","47","58","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-19","0.00","47","54","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-20","0.00","39","51","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-21","0.10","44","53","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-22","0.01","44","57","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-23","0.00","45","52","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-24","0.01","38","56","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-25","0.01","44","51","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-26","0.04","40","54","27"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-27","0.21","42","49","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-28","0.00","39","49","31"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-29","0.01","44","52","39"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-30","0.00","46","53","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-03-31","0.00","45","58","39"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-01","0.01","44","57","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-02","0.00","46","51","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-03","0.08","36","43","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-04","0.00","35","53","26"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-05","0.00","42","61","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-06","0.00","51","64","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-07","0.07","47","64","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-08","0.22","40","49","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-09","0.05","38","47","28"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-10","0.01","34","49","23"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-11","0.00","38","56","24"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-12","0.00","49","56","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-13","0.28","48","51","39"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-14","0.00","42","49","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-15","0.01","40","50","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-16","0.00","39","59","25"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-17","0.07","49","53","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-18","0.01","46","58","35"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-19","0.00","45","62","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-20","0.08","43","51","31"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-21","0.00","44","56","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-22","0.00","45","65","30"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-23","0.12","51","58","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-24","0.17","47","55","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-25","0.00","43","54","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-26","0.16","45","52","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-27","0.02","44","50","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-28","0.00","43","53","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-29","0.00","44","59","33"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-04-30","0.00","50","58","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-01","0.02","47","57","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-02","0.00","45","56","39"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-03","0.00","47","71","31"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-04","0.00","58","83","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-05","0.02","62","79","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-06","0.01","59","66","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-07","0.05","49","52","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-08","0.00","44","67","29"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-09","0.00","52","71","35"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-10","0.00","56","78","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-11","0.00","61","83","38"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-12","0.17","60","62","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-13","0.02","43","51","35"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-14","0.00","41","55","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-15","0.00","46","60","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-16","0.26","45","54","35"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-17","0.78","38","43","32"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-18","0.00","45","62","39"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-19","0.00","50","66","36"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-20","0.00","53","69","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-21","0.00","53","74","37"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-22","0.00","60","78","41"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-23","0.00","62","84","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-24","0.00","64","69","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-25","0.00","53","66","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-26","0.00","56","69","41"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-27","0.00","59","77","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-28","0.00","62","82","45"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-29","0.00","67","85","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-30","0.00","67","87","47"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-05-31","0.06","69","89","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-01","0.15","61","72","53"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-02","0.00","60","75","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-03","0.00","61","83","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-04","0.33","68","81","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-05","0.01","60","73","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-06","0.00","60","81","42"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-07","0.00","67","90","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-08","0.16","70","81","56"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-09","0.06","58","63","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-10","0.03","52","59","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-11","0.00","50","71","34"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-12","0.26","60","75","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-13","0.85","55","54","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-14","0.00","52","71","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-15","0.00","57","64","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-16","0.06","59","64","51"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-17","0.04","56","70","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-18","0.00","60","70","54"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-19","0.00","63","85","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-20","0.04","72","87","57"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-21","0.00","70","78","53"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-22","0.00","61","72","43"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-23","0.00","59","79","40"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-24","0.00","65","83","44"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-25","0.00","67","90","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-26","0.00","71","94","50"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-27","0.03","73","84","60"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-28","0.00","67","81","48"
"USW00024153","MISSOULA INTERNATIONAL AIRPORT, MT US","2017-06-29","0.00","66","77","53"
